Y,T,X
7.212155463297778,1.0,0.7404052897597082
23.78455402594212,1.0,1.827100815051946
14.672754431878722,1.0,1.4293860302992152
13.408910053400705,1.0,1.0231744986103188
30.61334496210973,1.0,2.8887987032630815
29.49228547043847,1.0,2.6022303593549885
-7.947601354175502,0.0,-0.6476921214762987
29.280524338490054,1.0,2.6053670450193778
42.21435759803487,1.0,4.023575016251838
17.46830804904385,1.0,1.587129367922537
40.9477459685667,1.0,3.636191271088555
-7.00313927768322,0.0,-0.6688817289605811
-17.575526591304246,0.0,-1.5966408810872794
32.10918906607367,1.0,2.834785844529777
18.93161999745344,1.0,1.5472087739790434
-21.74674789040545,0.0,-2.2408221857749915
0.09292596430289057,0.0,-0.09750872848687457
-6.5228817591471095,0.0,-0.5241691621654229
-2.20748028432578,0.0,-0.3092341420997348
17.93560031907039,0.0,1.6401133448631915
0.18111590952285708,1.0,-0.16081416648175395
17.038607960600448,1.0,1.3185594459416097
-1.8851332567262171,0.0,-0.07862047172299151
10.257768564580406,0.0,1.021336920248665
4.471494083009405,0.0,0.40956954423340103
20.109714160018772,1.0,1.7966190277861047
0.5839107035613587,1.0,-0.23868530670815558
28.017957177132764,1.0,2.5965951488372054
13.69187321797039,1.0,1.2356051035641564
11.896526647536913,0.0,1.1557928744082897
2.304244259388674,0.0,0.18908445730654014
-10.59036378498672,0.0,-1.0639657127349231
35.29931350667458,1.0,3.181730361608106
35.19008525576046,1.0,3.0964101316224832
-13.314752220611275,0.0,-1.3566455340502233
10.489398498829045,0.0,1.063403807219603
-6.027628343260572,0.0,-0.6143969766708466
19.721255554890835,1.0,1.838312681523425
-23.09634093877814,0.0,-2.3076303643206466
6.853269249408001,0.0,0.7111007666830171
-2.5463411752678904,0.0,-0.16654597465087773
25.652435758514372,1.0,2.201861035679065
14.281545298505842,1.0,1.1357075634554679
-9.807000976981106,0.0,-0.8744456111229144
-0.4360955779146394,0.0,0.03088092473127176
-14.820038867975628,0.0,-1.4264759914305252
-3.3645794120272146,0.0,-0.2330312235553709
-7.757338314271054,0.0,-0.8170815586431518
22.506801141365823,1.0,1.76011987339962
-2.1020947550741687,0.0,-0.18002117507447693
30.34425929431082,1.0,2.837709814380508
6.3916628120281365,0.0,0.2700952293992047
-5.044834844018515,0.0,-0.5049167453382203
12.233452090556645,0.0,1.1666248602990092
8.894028950229618,1.0,0.7300016463316408
23.902142903775307,1.0,2.1629494003469762
10.256079588664612,1.0,0.6647393404956758
3.885798151211442,0.0,0.3562755628049621
18.59232189926167,1.0,1.4630642190755534
28.805972754760013,1.0,2.54300360564134
12.306787836146936,0.0,1.114364816181719
33.8747111709359,1.0,3.21906193601275
0.25898565497073256,0.0,0.08783427346872144
25.339746085819282,1.0,2.2381711248059677
1.666106877576075,0.0,0.2140400529471612
15.881981212360895,1.0,1.060144113437416
4.247033168382492,0.0,0.4524547930280397
1.9770710000704255,0.0,0.17913693191967636
12.052943119294383,1.0,1.02989752866279
-0.8013366864371324,0.0,-0.07704714633419414
-8.062535350472128,0.0,-0.5862082714548277
7.904415210660532,1.0,0.5251365592693036
19.87335677868222,1.0,1.8406271559035843
4.6340185138778,0.0,0.5571312513964852
-10.219682364720946,0.0,-1.0980888909013882
26.926073834366694,1.0,2.3434592548182054
3.5369167260154515,1.0,0.16743832336383546
-14.91944003632291,0.0,-1.456762598301982
-0.1378472313805159,0.0,0.12571064022688297
-8.005979453288766,0.0,-0.6676598552448222
5.424160321662704,0.0,0.5219701716494689
-11.475141596458135,0.0,-1.253127971344182
-8.89077077997494,0.0,-0.9058057124716941
26.875222461979664,1.0,2.338133739602107
28.628523087159166,1.0,2.3778677251572735
9.479465226933254,0.0,0.9139113224583072
11.462841426224594,1.0,0.9622409328681867
13.662306895581741,1.0,1.0427882169191427
24.83215868984527,1.0,2.234865638740984
10.861537223851172,0.0,0.8735195356737541
-1.799806666315835,0.0,-0.08487334487802678
12.61155129934858,1.0,1.0024466416663422
7.233553449796446,0.0,0.8258268609944214
31.80797596980646,1.0,2.9740174647368938
9.951372605406295,1.0,0.6762805888673822
2.930518577184375,1.0,-0.006571472464316219
12.7791545990567,1.0,1.0290496448289912
18.39533315384368,1.0,1.7231145017369816
3.997685021811785,0.0,0.5239255225307763
32.74929928129399,1.0,3.0491022643021406
